AÑO,FECHA ENVIO,DEPARTAMENTO,PROVINCIA,DISTRITO,NOMBRE CENTRO ATENCION,CASOS ATENDIDOS-TOTAL--,CASOS ATENDIDOS - HOMBRES - TOTAL,CASOS ATENDIDOS - MUJERES - TOTAL,CASOS ATENDIDOS - VIOLENCIA PSICOLOGICA,CASOS ATENDIDOS - VIOLENCIA FISICA,CASOS ATENDIDOS - VIOLENCIA SEXUAL,CASOS ATENDIDOS - 0_5 - TOTAL,CASOS ATENDIDOS - 0_5 - HOMBRES,CASOS ATENDIDOS - 0_5 - MUJERES,CASOS ATENDIDOS - 6_11 - TOTAL,CASOS ATENDIDOS - 6_11 - HOMBRES,CASOS ATENDIDOS - 6_11 - MUJERES,CASOS ATENDIDOS - 12_17 - TOTAL,CASOS ATENDIDOS - 12_17 - HOMBRES,CASOS ATENDIDOS - 12_17 - MUJERES,CASOS ATENDIDOS - 18_29 - TOTAL,CASOS ATENDIDOS - 18_29 - HOMBRES,CASOS ATENDIDOS - 18_29 - MUJERES,CASOS ATENDIDOS - 30_59 - TOTAL,CASOS ATENDIDOS - 30_59 - HOMBRES,CASOS ATENDIDOS - 30_59 - MUJERES,CASOS ATENDIDOS - 60_MAS - TOTAL,CASOS ATENDIDOS - 60_MAS - HOMBRES,CASOS ATENDIDOS - 60_MAS - MUJERES
2020,15/01/2021,ÁNCAsh,HUARI,HUARI,CEM HUARI,138,21,117,35,89,14,18,9,9,25,9,16,13,2,11,33,0,33,44,0,44,5,1,4
2020,15/01/2021,MOQUEGUA,ILO,ILO,CEM ILO,204,25,179,109,71,24,14,8,6,13,6,7,27,6,21,38,0,38,97,1,96,15,4,11
2020,15/01/2021,piura,talara,pariñas,cem talara,389,35,354,180,166,43,18,4,14,24,7,17,49,12,37,112,2,110,174,9,165,12,1,11
2020,15/01/2021,piura,huancabamba,huancabamba,cem huancabamba,197,21,176,90,80,27,3,2,1,18,6,12,30,5,25,47,1,46,82,1,81,17,6,11
2020,15/01/2021,HUÁNUCO,PACHITEA,PANAO,CEM PACHITEA,103,6,97,47,42,14,5,0,5,9,2,7,23,3,20,29,0,29,37,1,36,0,0,0
2020,15/01/2021,HUANCAVELICA,ANGARAES,LIRCAY,CEM ANGARAES,148,5,143,63,76,9,4,0,4,10,1,9,17,1,16,38,1,37,66,1,65,13,1,12
2020,15/01/2021,CAJAMARCA,CUTERVO,CUTERVO,CEM CUTERVO,236,13,223,75,110,51,7,1,6,37,4,33,30,3,27,66,0,66,85,2,83,11,3,8
2020,15/01/2021,LA LIBertAD,CHEPÉN,CHEPÉN,CEM CHEPEN,230,30,200,73,94,63,8,4,4,22,5,17,50,3,47,45,1,44,82,3,79,23,14,9
2020,15/01/2021,CAJAMARCA,HUALGAYOC,BAMBAMARCA,CEM HUALGAYOC,145,27,118,59,75,11,10,5,5,15,7,8,11,2,9,34,0,34,50,1,49,25,12,13
2020,15/01/2021,LORETO,MARISCAL RAMÓN CASTILLA,RAMÓN CASTILLA,CEM CABALLO COCHA,104,9,95,30,61,13,2,1,1,11,6,5,15,1,14,30,0,30,43,0,43,3,1,2
2020,15/01/2021,AREQUIPA,ISLAY,MOLLENDO,CEM ISLAY,244,24,220,165,65,14,2,1,1,14,7,7,21,7,14,64,0,64,122,3,119,21,6,15
2020,15/01/2021,LA LIBertAD,VIRÚ,VIRÚ,CEM VIRU,133,17,116,38,47,48,5,1,4,23,9,14,31,4,27,39,2,37,33,0,33,2,1,1
2020,15/01/2021,ICA,CHINCHA,PUEBLO NUEVO,CEM PUEBLO NUEVO,183,15,168,94,70,19,4,1,3,17,5,12,27,3,24,45,1,44,86,5,81,4,0,4
2020,15/01/2021,ÁNCAsh,CASMA,CASMA,CEM CASMA,136,41,95,73,48,15,23,13,10,21,17,4,34,5,29,24,0,24,21,2,19,13,4,9
2020,15/01/2021,PUNO,SAN ANTONIO DE PUTINA,PUTINA,CEM SAN ANTONIO DE PUTINA,112,9,103,49,54,9,2,0,2,11,4,7,13,2,11,34,0,34,48,1,47,4,2,2
2020,15/01/2021,LIMA,LIMA,RÍMAC,CEM RÍMAC,324,78,246,119,143,62,34,17,17,77,27,50,74,15,59,32,1,31,70,4,66,37,14,23
2020,15/01/2021,CUSCO,ANTA,ANTA,CEM ANTA,317,50,267,141,150,26,8,8,0,31,15,16,36,6,30,57,3,54,143,5,138,42,13,29
2020,15/01/2021,TACNA,CANDARAVE,CANDARAVE,CEM CANDARAVE,104,17,87,72,21,11,2,1,1,12,5,7,22,6,16,9,0,9,39,2,37,20,3,17
2020,15/01/2021,CAJAMARCA,CAJABAMBA,CAJABAMBA,CEM CAJABAMBA,190,31,159,112,66,12,2,1,1,11,4,7,24,2,22,40,6,34,85,7,78,28,11,17
2020,15/01/2021,APurímAC,COTABAMBAS,TAMBOBAMBA,CEM COTABAMBAS,147,12,135,35,87,25,10,4,6,17,6,11,27,1,26,48,0,48,45,1,44,0,0,0
2020,15/01/2021,PUNO,CARABAYA,MACUSANI,CEM CARABAYA,161,14,147,55,87,19,7,4,3,17,7,10,22,3,19,41,0,41,70,0,70,4,0,4
2020,15/01/2021,PUNO,SANDIA,SANDIA,CEM SANDIA,59,9,50,14,36,9,3,2,1,12,4,8,4,1,3,15,0,15,20,2,18,5,0,5
2020,15/01/2021,LORETO,DATEM DEL MARAÑON,BARRANCA,CEM DATEM DEL MARAÑON,134,11,123,36,69,29,1,0,1,10,4,6,35,1,34,27,0,27,59,4,55,2,2,0
2020,15/01/2021,CUSCO,URUBAMBA,URUBAMBA,CEM URUBAMBA,175,17,158,120,47,8,2,1,1,9,4,5,22,4,18,34,1,33,96,4,92,12,3,9
2020,15/01/2021,JUNÍN,JUNÍN,JUNÍN,CEM JUNIN,83,9,74,31,35,17,3,1,2,5,1,4,17,1,16,25,2,23,29,3,26,4,1,3
2020,15/01/2021,LIMA,BARRANCA,BARRANCA,CEM BARRANCA,198,17,181,84,81,33,9,3,6,15,6,9,27,2,25,51,2,49,84,3,81,12,1,11
2020,15/01/2021,AMAZONAS,CONDORCANQUI,NIEVA,CEM CONDORCANQUI,202,24,178,72,80,50,19,8,11,26,10,16,40,3,37,65,1,64,50,1,49,2,1,1
2020,15/01/2021,HUÁNUCO,DOS DE MAYO,LA UNIÓN,CEM DOS DE MAYO,174,20,154,77,76,21,14,3,11,18,9,9,26,5,21,42,2,40,67,1,66,7,0,7
2020,15/01/2021,PUNO,HUANCANÉ,HUANCANÉ,CEM HUANCANE,160,13,147,57,91,12,0,0,0,13,8,5,20,2,18,41,0,41,68,1,67,18,2,16
2020,15/01/2021,ÁNCAsh,HUAYLAS,CARAZ,CEM HUAYLAS,132,15,117,64,47,21,6,5,1,5,3,2,25,3,22,34,0,34,52,3,49,10,1,9
2020,15/01/2021,HUANCAVELICA,HUAYTARA,HUAYTARA,CEM HUAYTARA,80,28,52,49,24,7,10,6,4,16,12,4,18,10,8,15,0,15,18,0,18,3,0,3
2020,15/01/2021,PUNO,LAMPA,LAMPA,CEM LAMPA,154,44,110,94,48,12,21,12,9,24,12,12,27,10,17,14,0,14,50,3,47,18,7,11
2020,15/01/2021,UCAYALI,ATALAYA,RAYMONDI,CEM ATALAYA,180,4,176,69,85,26,4,0,4,15,2,13,22,0,22,72,0,72,65,2,63,2,0,2
2020,15/01/2021,ÁNCAsh,CARHUAZ,CARHUAZ,CEM CARHUAZ,116,8,108,43,53,20,1,1,0,8,4,4,18,2,16,31,0,31,51,0,51,7,1,6
2020,15/01/2021,CAJAMARCA,CELENDÍN,CELENDÍN,CEM CELENDÍN,92,8,84,41,30,21,2,2,0,7,3,4,17,0,17,21,0,21,39,1,38,6,2,4
2020,15/01/2021,LORETO,REQUENA,REQUENA,CEM REQUENA,95,7,88,54,34,7,0,0,0,3,1,2,11,1,10,36,0,36,40,4,36,5,1,4
2020,15/01/2021,SAN MARTÍN,MARISCAL CÁCERES,JUANJUI,CEM MARISCAL CÁCERES,145,21,124,69,48,28,7,4,3,18,9,9,31,5,26,37,1,36,49,2,47,3,0,3
2020,15/01/2021,SAN MARTÍN,BELLAVISTA,BELLAVISTA,CEM BELLAVISTA-SAN MARTIN,334,48,286,156,120,58,40,17,23,62,22,40,55,5,50,75,1,74,91,1,90,11,2,9
2020,15/01/2021,PASCO,DANIEL ALCIDES CARRIÓN,YANAHUANCA,CEM DANIEL ALCIDES CARRION,109,12,97,45,44,20,5,3,2,10,4,6,13,2,11,26,2,24,42,0,42,13,1,12
2020,15/01/2021,TACNA,JORGE BASADRE,LOCUMBA,CEM JORGE BASADRE,58,13,45,47,10,1,4,3,1,10,4,6,6,2,4,10,1,9,25,2,23,3,1,2
2020,15/01/2021,TUMBES,ZARUMILLA,ZARUMILLA,CEM ZARUMILLA,469,57,412,271,183,15,19,11,8,41,18,23,55,11,44,149,6,143,194,7,187,11,4,7
2020,15/01/2021,JUNÍN,SATIPO,PANGOA,CEM PANGOA,200,47,153,96,56,48,9,6,3,36,13,23,49,9,40,33,2,31,65,12,53,8,5,3
2020,15/01/2021,AYACUCHO,HUANTA,SIVIA,CEM SIVIA,135,21,114,73,53,9,20,5,15,14,9,5,21,7,14,30,0,30,45,0,45,5,0,5
2020,15/01/2021,CUSCO,CALCA,CALCA,CEM CALCA,262,22,240,133,102,27,5,1,4,20,11,9,40,7,33,54,0,54,126,2,124,17,1,16
2020,15/01/2021,LA LIBertAD,GRAN CHIMU,CASCAS,CEM GRAN CHIMU,82,9,73,42,30,10,4,3,1,4,3,1,18,1,17,18,0,18,33,0,33,5,2,3
2020,15/01/2021,ICA,ICA,SANTIAGO,CEM SANTIAGO,126,41,85,24,81,21,11,8,3,22,5,17,23,7,16,7,0,7,23,1,22,40,20,20
2020,15/01/2021,ICA,ICA,LA TINGUIÑA,CEM LA TINGUIÑA,243,48,195,139,78,26,16,10,6,35,15,20,29,8,21,49,1,48,98,8,90,16,6,10
2020,15/01/2021,HUANCAVELICA,CASTROVIRREYNA,CASTROVIRREYNA,CEM CASTROVIRREYNA,155,61,94,82,64,9,25,15,10,49,30,19,32,13,19,16,1,15,28,1,27,5,1,4
2020,15/01/2021,CAJAMARCA,CONTUMAZA,CONTUMAZA,CEM CONTUMAZA,88,6,82,42,37,9,2,1,1,9,3,6,16,0,16,17,0,17,38,1,37,6,1,5
2020,15/01/2021,HUÁNUCO,PUERTO INCA,PUERTO INCA,CEM PUERTO INCA,223,21,202,69,107,47,11,5,6,32,9,23,54,3,51,49,1,48,76,3,73,1,0,1
2020,15/01/2021,LORETO,UCAYALI,CONTAMANA,CEM UCAYALI,147,8,139,23,98,26,5,2,3,10,2,8,27,1,26,45,1,44,56,1,55,4,1,3
2020,15/01/2021,CUSCO,PAUCARTAMBO,PAUCARTAMBO,CEM PAUCARTAMBO,255,56,199,102,131,22,25,16,9,42,25,17,41,8,33,57,1,56,82,6,76,8,0,8
2020,15/01/2021,SAN MARTÍN,PICOTA,PICOTA,CEM PICOTA,102,22,80,56,37,9,11,6,5,23,11,12,11,4,7,23,0,23,32,1,31,2,0,2
2020,15/01/2021,LA LIBertAD,PATAZ,TAYABAMBA,CEM PATAZ,144,6,138,40,68,36,9,0,9,17,4,13,26,0,26,36,1,35,44,0,44,12,1,11
2020,15/01/2021,HUÁNUCO,LAURICOCHA,JESÚS,CEM LAURICOCHA,145,13,132,63,65,17,5,3,2,8,3,5,18,5,13,36,1,35,63,0,63,15,1,14
2020,15/01/2021,CUSCO,CANAS,YANAOCA,CEM CANAS,132,7,125,43,71,18,4,0,4,4,1,3,17,1,16,31,0,31,67,3,64,9,2,7
2020,15/01/2021,AMAZONAS,RODRÍGUEZ DE MENDOZA,SAN NICOLAS,CEM RODRÍGUEZ DE MENDOZA,167,18,149,74,65,28,4,1,3,13,6,7,23,8,15,42,0,42,65,2,63,20,1,19
2020,15/01/2021,MOQUEGUA,GENERAL SÁNCHEZ CERRO,OMATE,CEM GENERAL SANCHEZ CERRO,66,11,55,23,30,13,6,3,3,6,0,6,11,0,11,10,0,10,19,2,17,14,6,8
2020,15/01/2021,HUÁNUCO,YAROWILCA,CHAVINILLO,CEM YAROWILCA,93,17,76,42,30,21,3,3,0,12,5,7,19,3,16,17,0,17,34,3,31,8,3,5
2020,15/01/2021,LA LIBertAD,JULCÁN,JULCÁN,CEM JULCÁN,29,2,27,7,14,8,2,2,0,0,0,0,9,0,9,5,0,5,12,0,12,1,0,1
2020,15/01/2021,SAN MARTÍN,EL DORADO,SAN JOSÉ DE SISA,CEM EL DORADO,140,30,110,71,48,21,19,9,10,23,10,13,23,9,14,24,0,24,47,1,46,4,1,3
2020,15/01/2021,CAJAMARCA,SAN MIGUEL,SAN MIGUEL,CEM SAN MIGUEL,117,10,107,50,54,13,2,1,1,8,2,6,23,6,17,30,0,30,50,0,50,4,1,3
2020,15/01/2021,CAJAMARCA,SAN MARCOS,PEDRO GALVEZ,CEM SAN MARCOS,158,22,136,91,55,12,4,1,3,20,9,11,25,5,20,22,2,20,80,3,77,7,2,5
2020,15/01/2021,AREQUIPA,CASTILLA,APLAO,CEM CASTILLA,102,10,92,60,34,8,8,2,6,8,2,6,13,2,11,15,1,14,47,2,45,11,1,10
2020,15/01/2021,AREQUIPA,CARAVELI,CARAVELI,CEM CARAVELI,105,5,100,33,49,23,0,0,0,10,3,7,13,0,13,37,0,37,37,1,36,8,1,7
2020,15/01/2021,ÁNCAsh,BOLOGNESI,CHIQUIAN,CEM BOLOGNESI,113,21,92,38,55,20,12,7,5,12,5,7,15,0,15,29,1,28,33,3,30,12,5,7
2020,15/01/2021,ÁNCAsh,SIHUAS,SIHUAS,CEM SIHUAS,119,11,108,52,57,10,4,1,3,12,5,7,17,1,16,28,1,27,52,1,51,6,2,4
2020,15/01/2021,ÁNCAsh,PALLASCA,CABANA,CEM PALLASCA,98,15,83,58,27,13,16,7,9,17,3,14,21,4,17,17,0,17,23,0,23,4,1,3
2020,15/01/2021,LA LIBertAD,TRUJILLO,EL PORVENIR,CEM EL PORVENIR,710,122,588,388,234,88,71,34,37,120,49,71,124,20,104,155,3,152,209,3,206,31,13,18
2020,15/01/2021,CUSCO,LA CONVENCIÓN,ECHARATE,CEM ECHARATI,184,14,170,78,44,62,9,5,4,19,4,15,52,2,50,43,2,41,59,1,58,2,0,2
2020,15/01/2021,ÁNCASH,MARISCAL LUZURIAGA,PISCOBAMBA,CEM MARISCAL LUZURIAGA,72,17,55,44,23,5,8,5,3,11,7,4,7,1,6,16,0,16,23,2,21,7,2,5
2020,15/01/2021,AREQUIPA,CONDESUYOS,CHUQUIBAMBA,CEM CONDESUYOS,44,8,36,32,5,7,3,2,1,7,3,4,8,0,8,7,0,7,18,3,15,1,0,1
2020,15/01/2021,SAN MARTÍN,HUALLAGA,SAPOSOA,CEM HUALLAGA,160,14,146,76,52,32,5,2,3,12,2,10,38,2,36,34,1,33,64,5,59,7,2,5
2020,15/01/2021,PUNO,YUNGUYO,YUNGUYO,CEM YUNGUYO,100,14,86,44,48,8,8,6,2,11,1,10,16,5,11,13,0,13,42,1,41,10,1,9
2020,15/01/2021,APURÍMAC,AYMARAES,CHALHUANCA,CEM AYMARAES,112,7,105,44,56,12,2,0,2,7,2,5,8,2,6,21,0,21,64,3,61,10,0,10
2020,15/01/2021,ÁNCAsh,ASUNCIÓN,CHACAS,CEM ASUNCION,95,26,69,74,18,3,7,5,2,20,12,8,19,3,16,11,2,9,34,3,31,4,1,3
2020,15/01/2021,CAJAMARCA,SAN PABLO,SAN PABLO,CEM SAN PABLO,94,19,75,47,43,4,9,7,2,7,3,4,14,2,12,18,0,18,34,2,32,12,5,7
2020,15/01/2021,LIMA,OYÓN,OYÓN,CEM OYON,73,8,65,55,11,7,4,0,4,5,5,0,8,0,8,6,1,5,40,0,40,10,2,8
2020,15/01/2021,CUSCO,ACOMAYO,ACOMAYO,CEM ACOMAYO,153,11,142,74,56,23,1,1,0,7,2,5,25,3,22,31,0,31,70,4,66,19,1,18
2020,15/01/2021,HUÁNUCO,MARAÑON,HUACRACHUCO,CEM MARAÑON,40,5,35,19,15,6,0,0,0,3,0,3,7,3,4,12,0,12,12,1,11,6,1,5
2020,15/01/2021,LIMA,LIMA,SANTA ROSA,CEM SANTA ROSA,92,18,74,62,17,13,6,0,6,27,13,14,10,4,6,19,0,19,24,0,24,6,1,5
2020,15/01/2021,ÁNCAsh,POMABAMBA,POMABAMBA,CEM POMABAMBA,99,11,88,44,43,12,2,1,1,16,5,11,14,4,10,16,0,16,43,0,43,8,1,7
2020,15/01/2021,TACNA,TARATA,TARATA,CEM TARATA,126,34,92,92,28,6,23,11,12,20,7,13,24,12,12,16,0,16,29,1,28,14,3,11
2020,15/01/2021,TUMBES,CONTRALMIRANTE VILLAR,ZORRITOS,CEM CONTRALMIRANTE VILLAR,116,32,84,79,23,14,15,9,6,27,12,15,21,10,11,31,0,31,21,1,20,1,0,1
2020,15/01/2021,LIMA,CANTA,CANTA,CEM CANTA,64,15,49,28,29,7,2,1,1,9,4,5,9,4,5,6,0,6,29,1,28,9,5,4
2020,15/01/2021,ICA,PALPA,PALPA,CEM PALPA,114,30,84,66,39,9,17,5,12,21,10,11,27,9,18,17,2,15,26,0,26,6,4,2
2020,15/01/2021,PUNO,MOHO,MOHO,CEM MOHO,88,7,81,44,40,4,0,0,0,2,2,0,4,0,4,21,2,19,51,1,50,10,2,8
2020,15/01/2021,HUÁNUCO,HUACAYBAMBA,HUACAYBAMBA,CEM HUACAYBAMBA,97,5,92,50,31,16,2,1,1,8,1,7,15,0,15,27,0,27,39,3,36,6,0,6
2020,15/01/2021,LIMA,CAJATAMBO,CAJATAMBO,CEM CAJATAMBO,36,2,34,9,21,6,0,0,0,3,0,3,6,1,5,8,0,8,13,0,13,6,1,5
2020,15/01/2021,ÁNCAsh,CARLOS FERMIN FITZCARRALD,SAN LUIS,CEM CARLOS FERMIN FITZCARRALD,85,15,70,31,48,6,8,4,4,6,5,1,10,2,8,26,0,26,33,4,29,2,0,2
2020,15/01/2021,ÁNCAsh,ANTONIO RAYMONDI,LLAMELLIN,CEM ANTONIO RAYMONDI,95,20,75,58,28,9,1,0,1,12,7,5,14,2,12,19,0,19,36,5,31,13,6,7
2020,15/01/2021,CAJAMARCA,SANTA CRUZ,SANTA CRUZ,CEM SANTA CRUZ,75,4,71,22,34,19,0,0,0,3,1,2,13,1,12,19,0,19,37,1,36,3,1,2
2020,15/01/2021,AREQUIPA,LA UNIÓN,COTAHUASI,CEM LA UNIÓN,102,8,94,36,50,16,5,3,2,8,3,5,17,1,16,11,0,11,52,0,52,9,1,8
2020,15/01/2021,LIMA,LIMA,LURIGANCHO,CEM CHOSICA,183,43,140,72,75,36,26,12,14,42,19,23,39,9,30,25,1,24,41,1,40,10,1,9
2020,15/01/2021,LIMA,LIMA,CIENEGUILLA,CEM CIENEGUILLA,159,34,125,46,80,33,28,12,16,27,10,17,46,10,36,29,2,27,22,0,22,7,0,7
2020,15/01/2021,ÁNCAsh,RECUAY,RECUAY,CEM RECUAY,58,9,49,28,27,3,1,1,0,8,4,4,10,3,7,10,1,9,25,0,25,4,0,4
2020,15/01/2021,LORETO,MAYNAS,NAPO,CEM NAPO,43,12,31,19,21,3,7,6,1,10,4,6,8,1,7,7,1,6,9,0,9,2,0,2
2020,15/01/2021,ÁNCAsh,AIJA,AIJA,CEM AIJA,77,22,55,54,16,7,8,4,4,12,5,7,20,8,12,6,2,4,30,2,28,1,1,0
2020,15/01/2021,ÁNCAsh,OCROS,OCROS,CEM OCROS,47,10,37,32,10,5,8,2,6,5,4,1,7,2,5,9,0,9,16,1,15,2,1,1
2020,15/01/2021,LA LIBertAD,BOLIVAR,BOLIVAR,CEM BOLIVAR,41,4,37,12,25,4,6,3,3,3,0,3,8,1,7,6,0,6,15,0,15,3,0,3
2020,15/01/2021,CUSCO,PARURO,PARURO,CEM PARURO,266,37,229,134,105,27,4,1,3,30,8,22,33,8,25,55,4,51,133,13,120,11,3,8
2020,15/01/2021,UCAYALI,PURÚS,PURÚS,CEM PURUS,27,8,19,11,13,3,6,4,2,1,1,0,7,0,7,5,1,4,8,2,6,0,0,0
2020,15/01/2021,AMAZONAS,BONGARÁ,JUMBILLA,CEM BONGARÁ,128,8,120,67,48,13,6,1,5,7,1,6,20,4,16,35,1,34,52,1,51,8,0,8
2020,15/01/2021,LORETO,PUTUMAYO,PUTUMAYO,CEM PUTUMAYO,52,10,42,32,13,7,4,2,2,11,3,8,15,5,10,7,0,7,14,0,14,1,0,1
2020,15/01/2021,ÁNCAsh,CORONGO,CORONGO,CEM CORONGO,54,10,44,24,18,12,5,2,3,6,3,3,19,4,15,5,0,5,17,0,17,2,1,1
2020,15/01/2021,JUNÍN,CHANCHAMAYO,PICHANAQUI,CEM PICHANAQUI,172,15,157,64,77,31,6,3,3,10,3,7,36,6,30,45,1,44,73,2,71,2,0,2
2020,15/01/2021,LIMA,LIMA,SAN JUAN DE LURIGANCHO,CEM ZARATE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,15/01/2021,CUSCO,CUSCO,SAN SEBASTIÁN,CEM SAN SEBASTIÁN,223,53,170,165,49,9,19,10,9,40,22,18,29,14,15,39,2,37,85,4,81,11,1,10
2020,15/01/2021,AREQUIPA,CAYLLOMA,MAJES,CEM MAJES,152,13,139,86,44,22,5,4,1,14,3,11,27,6,21,32,0,32,69,0,69,5,0,5
2020,15/01/2021,AREQUIPA,AREQUIPA,JACOBO HUNTER,CEM JACOBO HUNTER,308,77,231,201,84,23,31,19,12,72,32,40,38,16,22,42,0,42,95,6,89,30,4,26
2020,15/01/2021,LA LIBERTAD,TRUJILLO,FLORENCIA DE MORA,CEM FLORENCIA DE MORA,149,40,109,91,45,13,26,18,8,27,14,13,21,7,14,21,0,21,41,1,40,13,0,13
2020,15/01/2021,LIMA,LIMA,LA VÍCTORIA,CEM LA VÍCTORIA,296,75,221,159,97,40,32,19,13,62,21,41,40,14,26,30,1,29,93,9,84,39,11,28
2020,15/01/2021,LIMA,LIMA,SAN MIGUEL,CEM SAN MIGUEL - LIMA,262,73,189,130,95,37,21,6,15,52,30,22,16,7,9,35,3,32,89,11,78,49,16,33
2020,15/01/2021,MADRE DE DIOS,TAMBOPATA,INAMBARI,CEM INAMBARI,141,17,124,50,61,30,5,3,2,16,6,10,26,4,22,40,0,40,50,3,47,4,1,3
2020,15/01/2021,CUSCO,CUSCO,SAYLLA,CEM SAYLLA,98,12,86,78,17,3,2,2,0,14,3,11,13,5,8,24,1,23,43,1,42,2,0,2
2020,15/01/2021,LORETO,MAYNAS,SAN JUAN BAUTISTA,CEM SAN JUAN BAUTISTA,175,16,159,95,48,32,2,2,0,15,3,12,32,7,25,31,1,30,88,1,87,7,2,5
2020,15/01/2021,AREQUIPA,AREQUIPA,CERRO COLORADO,CEM COMISARÍA CERRO COLORADO,1103,203,900,576,359,168,101,42,59,182,67,115,222,59,163,177,3,174,341,6,335,80,26,54
2020,15/01/2021,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,CEM COMISARÍA JOSE LEONARDO ORTIZ,377,29,348,162,171,44,8,6,2,30,8,22,56,8,48,109,2,107,160,4,156,14,1,13
2020,15/01/2021,LA LIBertAD,TRUJILLO,HUANCHACO,CEM COMISARÍA EL MILAGRO,312,52,260,136,151,25,25,13,12,46,16,30,50,14,36,77,1,76,108,7,101,6,1,5
2020,15/01/2021,LIMA,CAÑETE,IMPERIAL,CEM COMISARÍA IMPERIAL,433,49,384,213,205,15,15,7,8,39,16,23,39,8,31,140,3,137,179,10,169,21,5,16
2020,15/01/2021,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,CEM COMISARÍA VILLA MARIA DEL TRIUNFO,1280,279,1001,620,481,179,96,48,48,199,83,116,222,68,154,241,15,226,390,25,365,132,40,92
2020,15/01/2021,AYACUCHO,HUAMANGA,CARMEN ALTO,CEM COMISARÍA CARMEN ALTO,351,30,321,95,211,45,7,4,3,22,5,17,50,7,43,126,3,123,128,5,123,18,6,12
2020,15/01/2021,AYACUCHO,HUANTA,HUANTA,CEM COMISARÍA HUANTA,472,53,419,206,208,58,20,7,13,40,17,23,82,15,67,129,2,127,172,6,166,29,6,23
2020,15/01/2021,LIMA,LIMA,CHORRILLOS,CEM COMISARÍA CHORRILLOS,1087,237,850,554,419,114,94,43,51,162,78,84,169,55,114,193,8,185,349,19,330,120,34,86
2020,15/01/2021,TACNA,TACNA,CIUDAD NUEVA,CEM COMISARÍA CIUDAD NUEVA,429,46,383,175,198,56,18,8,10,33,16,17,47,8,39,104,2,102,199,8,191,28,4,24
2020,15/01/2021,LIMA,LIMA,SANTIAGO DE SURCO,CEM COMISARÍA SAGITARIO,369,56,313,233,81,55,29,14,15,41,16,25,63,11,52,68,2,66,131,4,127,37,9,28
2020,15/01/2021,LIMA,LIMA,SAN JUAN DE LURIGANCHO,CEM COMISARÍA CANTO REY,444,69,375,206,181,57,28,10,18,54,32,22,56,14,42,112,3,109,180,6,174,14,4,10
2020,15/01/2021,CalLAO,CALLAO,CARMEN DE LA LEGUA,CEM COMISARÍA CARMEN DE LA LEGUA REYNOSO,226,50,176,113,79,34,29,18,11,26,15,11,22,6,16,61,1,60,72,6,66,16,4,12
2020,15/01/2021,CAJAMARCA,CAJAMARCA,CAJAMARCA,CEM COMISARÍA DE FAMILIA CAJAMARCA,545,62,483,260,256,29,9,4,5,11,4,7,55,11,44,178,5,173,249,24,225,43,14,29
2020,15/01/2021,CUSCO,CUSCO,WANCHAQ,CEM COMISARÍA DE FAMILIA CUSCO,431,80,351,257,162,12,15,9,6,63,26,37,45,13,32,79,5,74,190,17,173,39,10,29
2020,15/01/2021,LIMA,LIMA,EL AGUSTINO,CEM COMISARÍA DE FAMILIA EL AGUSTINO,460,57,403,200,221,39,21,7,14,46,18,28,48,11,37,114,4,110,196,8,188,35,9,26
2020,15/01/2021,JUNÍN,HUANCAYO,HUANCAYO,CEM COMISARÍA HUANCAYO,658,63,595,313,264,81,18,9,9,38,12,26,79,9,70,185,2,183,269,7,262,69,24,45
2020,15/01/2021,LORETO,MAYNAS,IQUITOS,CEM COMISARÍA IQUITOS,401,34,367,176,147,78,6,3,3,30,10,20,46,9,37,126,1,125,162,4,158,31,7,24
2020,15/01/2021,LIMA,LIMA,LOS OLIVOS,CEM COMISARÍA LAURA CALLER,904,123,781,534,268,102,62,28,34,102,46,56,109,25,84,226,7,219,336,8,328,69,9,60
2020,15/01/2021,LIMA,LIMA,SAN MARTIN DE PORRES,CEM COMISARÍA SAN MARTIN DE PORRES,562,89,473,357,172,33,27,13,14,47,23,24,41,7,34,120,3,117,251,23,228,76,20,56
