Año,Mes,Periodo,Infraestructura,Aeropuerto,Tipo de Pasajero,Nro Pasajeros
2019,Setiembre,201909,AAP,Arequipa,INTERNACIONAL,"2,159"
2019,Setiembre,201909,AAP,Arequipa,NACIONAL,"189,076"
2019,Setiembre,201909,AAP,Ayacucho,NACIONAL,"26,708"
2019,Setiembre,201909,AAP,Juliaca,NACIONAL,"40,503"
2019,Setiembre,201909,AAP,Puerto Maldonado,NACIONAL,"30,777"
2019,Setiembre,201909,AAP,Tacna,NACIONAL,"42,452"
2019,Setiembre,201909,ADP,Cajamarca,NACIONAL,"47,051"
2019,Setiembre,201909,ADP,Chachapoyas,NACIONAL,"2,130"
2019,Setiembre,201909,ADP,Chiclayo,INTERNACIONAL,"1,054"
2019,Setiembre,201909,ADP,Chiclayo,NACIONAL,"58,571"
2019,Setiembre,201909,ADP,Huaraz-Anta,NACIONAL,20
2019,Setiembre,201909,ADP,Iquitos,INTERNACIONAL,4
2019,Setiembre,201909,ADP,Iquitos,NACIONAL,"100,643"
2019,Setiembre,201909,ADP,Pisco,INTERNACIONAL,8
2019,Setiembre,201909,ADP,Pisco,NACIONAL,"6,985"
2019,Setiembre,201909,ADP,Piura,INTERNACIONAL,60
2019,Setiembre,201909,ADP,Piura,NACIONAL,"106,611"
2019,Setiembre,201909,ADP,Pucallpa,INTERNACIONAL,6
2019,Setiembre,201909,ADP,Pucallpa,NACIONAL,"62,308"
2019,Setiembre,201909,ADP,Talara,INTERNACIONAL,8
2019,Setiembre,201909,ADP,Talara,NACIONAL,"20,811"
2019,Setiembre,201909,ADP,Tarapoto,NACIONAL,"82,539"
2019,Setiembre,201909,ADP,Trujillo,INTERNACIONAL,16
2019,Setiembre,201909,ADP,Trujillo,NACIONAL,"52,243"
2019,Setiembre,201909,ADP,Tumbes,INTERNACIONAL,12
2019,Setiembre,201909,ADP,Tumbes,NACIONAL,"21,244"
2019,Setiembre,201909,COR,Atalaya,NACIONAL,"1,948"
2019,Setiembre,201909,COR,Chimbote,INTERNACIONAL,"12,313"
2019,Setiembre,201909,COR,Chimbote,NACIONAL,"336,218"
2019,Setiembre,201909,COR,Huánuco,NACIONAL,"4,731"
2019,Setiembre,201909,COR,Ilo,NACIONAL,"2,716"
2019,Setiembre,201909,COR,Jaén,NACIONAL,"22,159"
2019,Setiembre,201909,COR,Jauja,NACIONAL,"19,726"
2019,Setiembre,201909,COR,Nazca,NACIONAL,"18,452"
2019,Setiembre,201909,COR,Rioja,NACIONAL,8
2019,Setiembre,201909,COR,Tingo María,NACIONAL,"2,054"
2019,Setiembre,201909,COR,Tocache,NACIONAL,48
2019,Setiembre,201909,COR,Yurimaguas,NACIONAL,"1,578"
2019,Setiembre,201909,LAP,Lima,INTERNACIONAL,"700,110"
2019,Setiembre,201909,LAP,Lima,NACIONAL,"1,167,610"
2019,Setiembre,201909,LAP,Lima,TRANSFERENCIA Y TRANSITO,"134,616"
2019,Octubre,201910,AAP,Arequipa,INTERNACIONAL,"1,750"
2019,Octubre,201910,AAP,Arequipa,NACIONAL,"165,970"
2019,Octubre,201910,AAP,Ayacucho,NACIONAL,"26,199"
2019,Octubre,201910,AAP,Juliaca,NACIONAL,"42,880"
2019,Octubre,201910,AAP,Puerto Maldonado,NACIONAL,"33,381"
2019,Octubre,201910,AAP,Tacna,INTERNACIONAL,2
2019,Octubre,201910,AAP,Tacna,NACIONAL,"38,463"
2019,Octubre,201910,ADP,Cajamarca,NACIONAL,"49,010"
2019,Octubre,201910,ADP,Chachapoyas,NACIONAL,"2,235"
2019,Octubre,201910,ADP,Chiclayo,INTERNACIONAL,"1,310"
2019,Octubre,201910,ADP,Chiclayo,NACIONAL,"60,344"
2019,Octubre,201910,ADP,Huaraz-Anta,INTERNACIONAL,10
2019,Octubre,201910,ADP,Huaraz-Anta,NACIONAL,31
2019,Octubre,201910,ADP,Iquitos,INTERNACIONAL,16
2019,Octubre,201910,ADP,Iquitos,NACIONAL,"100,949"
2019,Octubre,201910,ADP,Pisco,INTERNACIONAL,19
2019,Octubre,201910,ADP,Pisco,NACIONAL,"6,931"
2019,Octubre,201910,ADP,Piura,INTERNACIONAL,4
2019,Octubre,201910,ADP,Piura,NACIONAL,"101,308"
2019,Octubre,201910,ADP,Pucallpa,NACIONAL,"59,893"
2019,Octubre,201910,ADP,Talara,NACIONAL,"22,034"
2019,Octubre,201910,ADP,Tarapoto,NACIONAL,"80,339"
2019,Octubre,201910,ADP,Trujillo,INTERNACIONAL,4
2019,Octubre,201910,ADP,Trujillo,NACIONAL,"56,357"
2019,Octubre,201910,ADP,Tumbes,INTERNACIONAL,20
2019,Octubre,201910,ADP,Tumbes,NACIONAL,"23,386"
2019,Octubre,201910,COR,Atalaya,NACIONAL,"2,076"
2019,Octubre,201910,COR,Chimbote,INTERNACIONAL,"13,278"
2019,Octubre,201910,COR,Chimbote,NACIONAL,"335,384"
2019,Octubre,201910,COR,Huánuco,NACIONAL,"4,501"
2019,Octubre,201910,COR,Ilo,NACIONAL,"2,815"
2019,Octubre,201910,COR,Jaén,NACIONAL,"23,162"
2019,Octubre,201910,COR,Jauja,NACIONAL,"16,526"
2019,Octubre,201910,COR,Mazamari,NACIONAL,16
2019,Octubre,201910,COR,Nazca,NACIONAL,"18,614"
2019,Octubre,201910,COR,Rioja,NACIONAL,30
2019,Octubre,201910,COR,Tingo María,NACIONAL,"2,388"
2019,Octubre,201910,COR,Tocache,NACIONAL,61
2019,Octubre,201910,COR,Yurimaguas,NACIONAL,"1,450"
2019,Octubre,201910,LAP,Lima,INTERNACIONAL,"758,215"
2019,Octubre,201910,LAP,Lima,NACIONAL,"1,132,500"
2019,Octubre,201910,LAP,Lima,TRANSFERENCIA Y TRANSITO,"120,023"
2019,Noviembre,201911,AAP,Arequipa,INTERNACIONAL,"2,312"
2019,Noviembre,201911,AAP,Arequipa,NACIONAL,"165,664"
2019,Noviembre,201911,AAP,Ayacucho,NACIONAL,"27,663"
2019,Noviembre,201911,AAP,Juliaca,INTERNACIONAL,24
2019,Noviembre,201911,AAP,Juliaca,NACIONAL,"41,677"
2019,Noviembre,201911,AAP,Puerto Maldonado,INTERNACIONAL,8
2019,Noviembre,201911,AAP,Puerto Maldonado,NACIONAL,"30,183"
2019,Noviembre,201911,AAP,Tacna,NACIONAL,"44,918"
2019,Noviembre,201911,ADP,Cajamarca,NACIONAL,"47,713"
2019,Noviembre,201911,ADP,Chachapoyas,NACIONAL,"1,299"
2019,Noviembre,201911,ADP,Chiclayo,INTERNACIONAL,"1,084"
2019,Noviembre,201911,ADP,Chiclayo,NACIONAL,"58,552"
2019,Noviembre,201911,ADP,Huaraz-Anta,NACIONAL,52
2019,Noviembre,201911,ADP,Iquitos,INTERNACIONAL,167
2019,Noviembre,201911,ADP,Iquitos,NACIONAL,"90,431"
2019,Noviembre,201911,ADP,Pisco,INTERNACIONAL,87
2019,Noviembre,201911,ADP,Pisco,NACIONAL,"5,561"
2019,Noviembre,201911,ADP,Piura,INTERNACIONAL,34
2019,Noviembre,201911,ADP,Piura,NACIONAL,"102,197"
2019,Noviembre,201911,ADP,Pucallpa,NACIONAL,"61,829"
2019,Noviembre,201911,ADP,Talara,INTERNACIONAL,15
2019,Noviembre,201911,ADP,Talara,NACIONAL,"24,345"
2019,Noviembre,201911,ADP,Tarapoto,NACIONAL,"74,785"
2019,Noviembre,201911,ADP,Trujillo,NACIONAL,"60,990"
2019,Noviembre,201911,ADP,Tumbes,INTERNACIONAL,145
2019,Noviembre,201911,ADP,Tumbes,NACIONAL,"26,437"
2019,Noviembre,201911,COR,Andahuaylas,NACIONAL,10
2019,Noviembre,201911,COR,Atalaya,NACIONAL,"1,911"
2019,Noviembre,201911,COR,Cusco,INTERNACIONAL,"13,024"
2019,Noviembre,201911,COR,Cusco,NACIONAL,"306,028"
2019,Noviembre,201911,COR,Huánuco,NACIONAL,"4,385"
2019,Noviembre,201911,COR,Ilo,NACIONAL,"3,092"
2019,Noviembre,201911,COR,Jaén,NACIONAL,"22,352"
2019,Noviembre,201911,COR,Jauja,NACIONAL,"18,478"
2019,Noviembre,201911,COR,Mazamari,NACIONAL,3
2019,Noviembre,201911,COR,Nazca,NACIONAL,"15,674"
2019,Noviembre,201911,COR,Rioja,NACIONAL,8
2019,Noviembre,201911,COR,Tingo María,NACIONAL,"2,195"
2019,Noviembre,201911,COR,Tocache,NACIONAL,39
2019,Noviembre,201911,COR,Yurimaguas,NACIONAL,"1,328"
2019,Noviembre,201911,LAP,Lima,INTERNACIONAL,"713,312"
2019,Noviembre,201911,LAP,Lima,NACIONAL,"1,120,784"
2019,Noviembre,201911,LAP,Lima,TRANSFERENCIA Y TRANSITO,"124,598"
2019,Diciembre,201912,AAP,Arequipa,INTERNACIONAL,"2,323"
2019,Diciembre,201912,AAP,Arequipa,NACIONAL,"169,604"
2019,Diciembre,201912,AAP,Ayacucho,NACIONAL,"30,350"
2019,Diciembre,201912,AAP,Juliaca,INTERNACIONAL,503
2019,Diciembre,201912,AAP,Juliaca,NACIONAL,"38,652"
2019,Diciembre,201912,AAP,Puerto Maldonado,INTERNACIONAL,5
2019,Diciembre,201912,AAP,Puerto Maldonado,NACIONAL,"29,202"
2019,Diciembre,201912,AAP,Tacna,NACIONAL,"44,893"
2019,Diciembre,201912,ADP,Cajamarca,NACIONAL,"43,843"
2019,Diciembre,201912,ADP,Chachapoyas,NACIONAL,861
2019,Diciembre,201912,ADP,Chiclayo,INTERNACIONAL,"1,333"
2019,Diciembre,201912,ADP,Chiclayo,NACIONAL,"60,899"
2019,Diciembre,201912,ADP,Huaraz-Anta,NACIONAL,45
2019,Diciembre,201912,ADP,Iquitos,NACIONAL,"95,973"
2019,Diciembre,201912,ADP,Pisco,INTERNACIONAL,14
2019,Diciembre,201912,ADP,Pisco,NACIONAL,"3,701"
2019,Diciembre,201912,ADP,Piura,INTERNACIONAL,63
2019,Diciembre,201912,ADP,Piura,NACIONAL,"102,761"
2019,Diciembre,201912,ADP,Pucallpa,INTERNACIONAL,10
2019,Diciembre,201912,ADP,Pucallpa,NACIONAL,"73,653"
2019,Diciembre,201912,ADP,Talara,INTERNACIONAL,19
2019,Diciembre,201912,ADP,Talara,NACIONAL,"30,643"
2019,Diciembre,201912,ADP,Tarapoto,INTERNACIONAL,275
2019,Diciembre,201912,ADP,Tarapoto,NACIONAL,"79,359"
2019,Diciembre,201912,ADP,Trujillo,INTERNACIONAL,"3,203"
2019,Diciembre,201912,ADP,Trujillo,NACIONAL,"59,872"
2019,Diciembre,201912,ADP,Tumbes,INTERNACIONAL,26
2019,Diciembre,201912,ADP,Tumbes,NACIONAL,"28,387"
2019,Diciembre,201912,COR,Atalaya,NACIONAL,"2,099"
2019,Diciembre,201912,COR,Cusco,INTERNACIONAL,"13,575"
2019,Diciembre,201912,COR,Cusco,NACIONAL,"294,316"
2019,Diciembre,201912,COR,Huánuco,NACIONAL,"4,682"
2019,Diciembre,201912,COR,Ilo,NACIONAL,"2,952"
2019,Diciembre,201912,COR,Jaén,NACIONAL,"25,564"
2019,Diciembre,201912,COR,Jauja,NACIONAL,"21,675"
2019,Diciembre,201912,COR,Mazamari,NACIONAL,6
2019,Diciembre,201912,COR,Nazca,NACIONAL,"12,370"
2019,Diciembre,201912,COR,Tingo María,NACIONAL,"1,842"
2019,Diciembre,201912,COR,Tocache,NACIONAL,8
2019,Diciembre,201912,COR,Yurimaguas,NACIONAL,"1,591"
2019,Diciembre,201912,LAP,Lima,INTERNACIONAL,"704,018"
2019,Diciembre,201912,LAP,Lima,NACIONAL,"1,161,192"
2019,Diciembre,201912,LAP,Lima,TRANSFERENCIA Y TRANSITO,"139,467"
2020,Enero,202001,AAP,Arequipa,INTERNACIONAL,"2,492"
2020,Enero,202001,AAP,Arequipa,NACIONAL,"171,709"
2020,Enero,202001,AAP,Ayacucho,NACIONAL,"29,144"
2020,Enero,202001,AAP,Juliaca,NACIONAL,"41,675"
2020,Enero,202001,AAP,Puerto Maldonado,NACIONAL,"28,312"
2020,Enero,202001,AAP,Tacna,NACIONAL,"44,958"
2020,Enero,202001,ADP,Cajamarca,NACIONAL,"49,294"
2020,Enero,202001,ADP,Chachapoyas,NACIONAL,354
2020,Enero,202001,ADP,Chiclayo,INTERNACIONAL,"1,391"
2020,Enero,202001,ADP,Chiclayo,NACIONAL,"62,640"
2020,Enero,202001,ADP,Huaraz-Anta,NACIONAL,30
2020,Enero,202001,ADP,Iquitos,INTERNACIONAL,64
2020,Enero,202001,ADP,Iquitos,NACIONAL,"102,288"
2020,Enero,202001,ADP,Pisco,INTERNACIONAL,33
2020,Enero,202001,ADP,Pisco,NACIONAL,"3,508"
2020,Enero,202001,ADP,Piura,INTERNACIONAL,25
2020,Enero,202001,ADP,Piura,NACIONAL,"97,740"
2020,Enero,202001,ADP,Pucallpa,NACIONAL,"63,221"
2020,Enero,202001,ADP,Talara,INTERNACIONAL,27
2020,Enero,202001,ADP,Talara,NACIONAL,"37,851"
2020,Enero,202001,ADP,Tarapoto,NACIONAL,"82,954"
2020,Enero,202001,ADP,Trujillo,INTERNACIONAL,"4,544"
2020,Enero,202001,ADP,Trujillo,NACIONAL,"54,005"
2020,Enero,202001,ADP,Tumbes,INTERNACIONAL,24
2020,Enero,202001,ADP,Tumbes,NACIONAL,"33,666"
2020,Enero,202001,COR,Atalaya,NACIONAL,"1,810"
2020,Enero,202001,COR,Cusco,INTERNACIONAL,"15,954"
2020,Enero,202001,COR,Cusco,NACIONAL,"310,620"
2020,Enero,202001,COR,Huánuco,NACIONAL,"4,761"
2020,Enero,202001,COR,Ilo,NACIONAL,"3,490"
2020,Enero,202001,COR,Jaén,NACIONAL,"25,575"
2020,Enero,202001,COR,Jauja,NACIONAL,"21,214"
2020,Enero,202001,COR,Mazamari,NACIONAL,8
2020,Enero,202001,COR,Nazca,NACIONAL,"13,843"
2020,Enero,202001,COR,Rioja,NACIONAL,30
2020,Enero,202001,COR,Tingo María,NACIONAL,"1,669"
2020,Enero,202001,COR,Tocache,NACIONAL,23
2020,Enero,202001,COR,Yurimaguas,NACIONAL,"1,631"
2020,Enero,202001,LAP,Lima,INTERNACIONAL,"714,644"
2020,Enero,202001,LAP,Lima,NACIONAL,"1,175,568"
2020,Enero,202001,LAP,Lima,TRANSFERENCIA Y TRANSITO,"163,914"
2020,Febrero,202002,AAP,Arequipa,INTERNACIONAL,"1,730"
2020,Febrero,202002,AAP,Arequipa,NACIONAL,"157,649"
2020,Febrero,202002,AAP,Ayacucho,NACIONAL,"29,147"
2020,Febrero,202002,AAP,Juliaca,INTERNACIONAL,11
2020,Febrero,202002,AAP,Juliaca,NACIONAL,"47,474"
2020,Febrero,202002,AAP,Puerto Maldonado,NACIONAL,"28,635"
2020,Febrero,202002,AAP,Tacna,NACIONAL,"42,700"
2020,Febrero,202002,ADP,Cajamarca,NACIONAL,"51,403"
2020,Febrero,202002,ADP,Chachapoyas,NACIONAL,615
2020,Febrero,202002,ADP,Chiclayo,INTERNACIONAL,"1,296"
2020,Febrero,202002,ADP,Chiclayo,NACIONAL,"61,653"
2020,Febrero,202002,ADP,Huaraz-Anta,NACIONAL,28
2020,Febrero,202002,ADP,Iquitos,INTERNACIONAL,8
2020,Febrero,202002,ADP,Iquitos,NACIONAL,"99,979"
2020,Febrero,202002,ADP,Pisco,INTERNACIONAL,20
2020,Febrero,202002,ADP,Pisco,NACIONAL,"4,325"
2020,Febrero,202002,ADP,Piura,INTERNACIONAL,30
2020,Febrero,202002,ADP,Piura,NACIONAL,"102,577"
2020,Febrero,202002,ADP,Pucallpa,INTERNACIONAL,156
2020,Febrero,202002,ADP,Pucallpa,NACIONAL,"63,271"
2020,Febrero,202002,ADP,Talara,INTERNACIONAL,18
2020,Febrero,202002,ADP,Talara,NACIONAL,"38,155"
2020,Febrero,202002,ADP,Tarapoto,NACIONAL,"89,979"
2020,Febrero,202002,ADP,Trujillo,INTERNACIONAL,"5,413"
2020,Febrero,202002,ADP,Trujillo,NACIONAL,"59,161"
2020,Febrero,202002,ADP,Tumbes,INTERNACIONAL,18
2020,Febrero,202002,ADP,Tumbes,NACIONAL,"34,711"
2020,Febrero,202002,COR,Andahuaylas,NACIONAL,27
2020,Febrero,202002,COR,Atalaya,NACIONAL,"1,841"
2020,Febrero,202002,COR,Cusco,INTERNACIONAL,"15,045"
2020,Febrero,202002,COR,Cusco,NACIONAL,"293,289"
2020,Febrero,202002,COR,Huánuco,NACIONAL,"5,387"
2020,Febrero,202002,COR,Ilo,NACIONAL,"3,325"
2020,Febrero,202002,COR,Jaén,NACIONAL,"24,879"
2020,Febrero,202002,COR,Jauja,NACIONAL,"22,819"
2020,Febrero,202002,COR,Mazamari,NACIONAL,15
2020,Febrero,202002,COR,Nazca,NACIONAL,"12,373"
2020,Febrero,202002,COR,Tingo María,NACIONAL,891
2020,Febrero,202002,COR,Tocache,NACIONAL,22
2020,Febrero,202002,COR,Yurimaguas,NACIONAL,"1,546"
2020,Febrero,202002,LAP,Lima,INTERNACIONAL,"680,921"
2020,Febrero,202002,LAP,Lima,NACIONAL,"1,174,660"
2020,Febrero,202002,LAP,Lima,TRANSFERENCIA Y TRANSITO,"141,033"
2020,Marzo,202003,AAP,Arequipa,INTERNACIONAL,"1,425"
2020,Marzo,202003,AAP,Arequipa,NACIONAL,"80,302"
2020,Marzo,202003,AAP,Ayacucho,NACIONAL,"15,177"
2020,Marzo,202003,AAP,Juliaca,INTERNACIONAL,130
2020,Marzo,202003,AAP,Juliaca,NACIONAL,"26,393"
2020,Marzo,202003,AAP,Puerto Maldonado,NACIONAL,"15,359"
2020,Marzo,202003,AAP,Tacna,INTERNACIONAL,5
2020,Marzo,202003,AAP,Tacna,NACIONAL,"22,190"
2020,Marzo,202003,ADP,Cajamarca,NACIONAL,"23,481"
2020,Marzo,202003,ADP,Chachapoyas,NACIONAL,773
2020,Marzo,202003,ADP,Chiclayo,INTERNACIONAL,548
2020,Marzo,202003,ADP,Chiclayo,NACIONAL,"30,037"
2020,Marzo,202003,ADP,Iquitos,INTERNACIONAL,106
2020,Marzo,202003,ADP,Iquitos,NACIONAL,"52,230"
2020,Marzo,202003,ADP,Pisco,NACIONAL,"1,422"
2020,Marzo,202003,ADP,Piura,INTERNACIONAL,24
2020,Marzo,202003,ADP,Piura,NACIONAL,"51,684"
2020,Marzo,202003,ADP,Pucallpa,NACIONAL,"37,345"
2020,Marzo,202003,ADP,Talara,NACIONAL,"14,757"
2020,Marzo,202003,ADP,Tarapoto,INTERNACIONAL,6
2020,Marzo,202003,ADP,Tarapoto,NACIONAL,"42,764"
2020,Marzo,202003,ADP,Trujillo,INTERNACIONAL,"1,559"
2020,Marzo,202003,ADP,Trujillo,NACIONAL,"28,760"
2020,Marzo,202003,ADP,Tumbes,NACIONAL,"18,413"
2020,Marzo,202003,COR,Andahuaylas,NACIONAL,56
2020,Marzo,202003,COR,Atalaya,NACIONAL,"1,070"
2020,Marzo,202003,COR,Cusco,INTERNACIONAL,"7,328"
2020,Marzo,202003,COR,Cusco,NACIONAL,"149,317"
2020,Marzo,202003,COR,Huánuco,NACIONAL,"2,621"
2020,Marzo,202003,COR,Ilo,NACIONAL,"1,649"
2020,Marzo,202003,COR,Jaén,NACIONAL,"12,915"
2020,Marzo,202003,COR,Jauja,NACIONAL,"9,880"
2020,Marzo,202003,COR,Nazca,NACIONAL,"5,202"
2020,Marzo,202003,COR,Rodríguez de Mendoza,NACIONAL,430
2020,Marzo,202003,COR,Tingo María,NACIONAL,492
2020,Marzo,202003,COR,Tocache,NACIONAL,7
2020,Marzo,202003,COR,Yurimaguas,NACIONAL,989
2020,Marzo,202003,LAP,Lima,INTERNACIONAL,"326,879"
2020,Marzo,202003,LAP,Lima,NACIONAL,"584,664"
2020,Marzo,202003,LAP,Lima,TRANSFERENCIA Y TRANSITO,"65,730"
2020,Abril,202004,AAP,Arequipa,INTERNACIONAL,508
2020,Abril,202004,AAP,Arequipa,NACIONAL,"1,469"
2020,Abril,202004,AAP,Ayacucho,NACIONAL,26
2020,Abril,202004,AAP,Juliaca,NACIONAL,119
2020,Abril,202004,AAP,Puerto Maldonado,NACIONAL,356
2020,Abril,202004,AAP,Tacna,NACIONAL,141
2020,Abril,202004,ADP,Cajamarca,NACIONAL,233
2020,Abril,202004,ADP,Chachapoyas,NACIONAL,3
2020,Abril,202004,ADP,Chiclayo,INTERNACIONAL,13
2020,Abril,202004,ADP,Chiclayo,NACIONAL,87
2020,Abril,202004,ADP,Huaraz-Anta,NACIONAL,26
2020,Abril,202004,ADP,Iquitos,INTERNACIONAL,352
2020,Abril,202004,ADP,Iquitos,NACIONAL,"2,375"
2020,Abril,202004,ADP,Pisco,NACIONAL,6
2020,Abril,202004,ADP,Piura,INTERNACIONAL,298
2020,Abril,202004,ADP,Piura,NACIONAL,133
2020,Abril,202004,ADP,Pucallpa,NACIONAL,393
2020,Abril,202004,ADP,Tarapoto,INTERNACIONAL,79
2020,Abril,202004,ADP,Tarapoto,NACIONAL,597
2020,Abril,202004,ADP,Trujillo,INTERNACIONAL,161
2020,Abril,202004,ADP,Trujillo,NACIONAL,485
2020,Abril,202004,ADP,Tumbes,NACIONAL,15
2020,Abril,202004,COR,Atalaya,NACIONAL,60
2020,Abril,202004,COR,Cusco,INTERNACIONAL,"1,078"
2020,Abril,202004,COR,Cusco,NACIONAL,"4,329"
2020,Abril,202004,COR,Huánuco,NACIONAL,60
2020,Abril,202004,COR,Ilo,NACIONAL,312
2020,Abril,202004,COR,Jauja,NACIONAL,20
2020,Abril,202004,COR,Yurimaguas,NACIONAL,180
2020,Abril,202004,LAP,Lima,NACIONAL,"1,134"
2020,Mayo,202005,AAP,Arequipa,INTERNACIONAL,1
2020,Mayo,202005,AAP,Arequipa,NACIONAL,"1,304"
2020,Mayo,202005,AAP,Ayacucho,NACIONAL,49
2020,Mayo,202005,AAP,Juliaca,NACIONAL,465
2020,Mayo,202005,AAP,Puerto Maldonado,NACIONAL,941
2020,Mayo,202005,AAP,Tacna,NACIONAL,181
