Año,Mes,Periodo,Infraestructura,Aeropuerto,Tipo de Pasajero,Nro Pasajeros
2021,Marzo,202103,ADP,Piura,INTERNACIONAL,33
2021,Marzo,202103,ADP,Piura,NACIONAL,"36,645"
2021,Marzo,202103,ADP,Pucallpa,NACIONAL,"28,228"
2021,Marzo,202103,ADP,Talara,NACIONAL,"14,336"
2021,Marzo,202103,ADP,Tarapoto,NACIONAL,"35,128"
2021,Marzo,202103,ADP,Trujillo,INTERNACIONAL,"2,559"
2021,Marzo,202103,ADP,Trujillo,NACIONAL,"21,316"
2021,Marzo,202103,ADP,Tumbes,INTERNACIONAL,3
2021,Marzo,202103,ADP,Tumbes,NACIONAL,"16,055"
2021,Marzo,202103,COR,Atalaya,NACIONAL,"1,427"
2021,Marzo,202103,COR,Cusco,NACIONAL,"58,154"
2021,Marzo,202103,COR,Huánuco,NACIONAL,"4,165"
2021,Marzo,202103,COR,Ilo,INTERNACIONAL,30
2021,Marzo,202103,COR,Ilo,NACIONAL,"4,909"
2021,Marzo,202103,COR,Jaén,NACIONAL,"9,855"
2021,Marzo,202103,COR,Jauja,NACIONAL,"5,767"
2021,Marzo,202103,COR,Mazamari,NACIONAL,15
2021,Marzo,202103,COR,Moquegua,NACIONAL,35
2021,Marzo,202103,COR,Nazca,NACIONAL,488
2021,Marzo,202103,COR,Rodríguez de Mendoza,NACIONAL,625
2021,Marzo,202103,COR,Tingo María,NACIONAL,"1,320"
2021,Marzo,202103,COR,Tocache,NACIONAL,4
2021,Marzo,202103,COR,Yurimaguas,NACIONAL,"2,130"
2021,Marzo,202103,LAP,Lima,INTERNACIONAL,"114,908"
2021,Marzo,202103,LAP,Lima,NACIONAL,"397,077"
2021,Marzo,202103,LAP,Lima,TRANSFERENCIA Y TRANSITO,"18,673"
2021,Abril,202104,AAP,Arequipa,INTERNACIONAL,121
2021,Abril,202104,AAP,Arequipa,NACIONAL,"53,919"
2021,Abril,202104,AAP,Arequipa,TRANSFERENCIA Y TRANSITO,320
2021,Abril,202104,AAP,Ayacucho,NACIONAL,"9,262"
2021,Abril,202104,AAP,Juliaca,NACIONAL,"21,863"
2021,Abril,202104,AAP,Puerto Maldonado,NACIONAL,"10,154"
2021,Abril,202104,AAP,Tacna,NACIONAL,"15,034"
2021,Abril,202104,ADP,Cajamarca,NACIONAL,"13,392"
2021,Abril,202104,ADP,Chachapoyas,NACIONAL,388
2021,Abril,202104,ADP,Chiclayo,NACIONAL,"22,535"
2021,Abril,202104,ADP,Huaraz-Anta,NACIONAL,90
2021,Abril,202104,ADP,Iquitos,NACIONAL,"45,223"
2021,Abril,202104,ADP,Pisco,NACIONAL,42
2021,Abril,202104,ADP,Piura,INTERNACIONAL,19
2021,Abril,202104,ADP,Piura,NACIONAL,"32,441"
2021,Abril,202104,ADP,Pucallpa,INTERNACIONAL,1
2021,Abril,202104,ADP,Pucallpa,NACIONAL,"26,321"
2021,Abril,202104,ADP,Talara,NACIONAL,"11,526"
2021,Abril,202104,ADP,Tarapoto,NACIONAL,"33,504"
2021,Abril,202104,ADP,Trujillo,INTERNACIONAL,213
2021,Abril,202104,ADP,Trujillo,NACIONAL,"18,507"
2021,Abril,202104,ADP,Tumbes,INTERNACIONAL,5
2021,Abril,202104,ADP,Tumbes,NACIONAL,"15,818"
2021,Abril,202104,COR,Andahuaylas,NACIONAL,7
2021,Abril,202104,COR,Atalaya,NACIONAL,"1,256"
2021,Abril,202104,COR,Cusco,NACIONAL,"65,637"
2021,Abril,202104,COR,Huánuco,NACIONAL,"4,306"
2021,Abril,202104,COR,Ilo,INTERNACIONAL,10
2021,Abril,202104,COR,Ilo,NACIONAL,"5,127"
2021,Abril,202104,COR,Jaén,NACIONAL,"9,386"
2021,Abril,202104,COR,Jauja,NACIONAL,"6,913"
2021,Abril,202104,COR,Nazca,NACIONAL,668
2021,Abril,202104,COR,Rioja,NACIONAL,48
2021,Abril,202104,COR,Tingo María,NACIONAL,"1,406"
2021,Abril,202104,COR,Yurimaguas,NACIONAL,"1,613"
2021,Abril,202104,COR,-,NACIONAL,573
2021,Abril,202104,LAP,Lima,INTERNACIONAL,"144,901"
2021,Abril,202104,LAP,Lima,NACIONAL,"396,077"
2021,Abril,202104,LAP,Lima,TRANSFERENCIA Y TRANSITO,"5,280"
2021,Mayo,202105,AAP,Arequipa,NACIONAL,"70,269"
2021,Mayo,202105,AAP,Arequipa,TRANSFERENCIA Y TRANSITO,487
2021,Mayo,202105,AAP,Ayacucho,NACIONAL,"26,900"
2021,Mayo,202105,AAP,Juliaca,NACIONAL,"13,513"
2021,Mayo,202105,AAP,Puerto Maldonado,NACIONAL,"19,236"
2021,Mayo,202105,AAP,Puerto Maldonado,TRANSFERENCIA Y TRANSITO,9
2021,Mayo,202105,AAP,Tacna,NACIONAL,"11,646"
2021,Mayo,202105,ADP,Cajamarca,NACIONAL,"19,072"
2021,Mayo,202105,ADP,Chachapoyas,NACIONAL,585
2021,Mayo,202105,ADP,Chiclayo,INTERNACIONAL,6
2021,Mayo,202105,ADP,Chiclayo,NACIONAL,"29,759"
2021,Mayo,202105,ADP,Huaraz-Anta,NACIONAL,100
2021,Mayo,202105,ADP,Iquitos,INTERNACIONAL,11
2021,Mayo,202105,ADP,Iquitos,NACIONAL,"56,863"
2021,Mayo,202105,ADP,Pisco,NACIONAL,94
2021,Mayo,202105,ADP,Piura,INTERNACIONAL,38
2021,Mayo,202105,ADP,Piura,NACIONAL,"44,056"
2021,Mayo,202105,ADP,Pucallpa,NACIONAL,"33,814"
2021,Mayo,202105,ADP,Talara,NACIONAL,"15,109"
2021,Mayo,202105,ADP,Tarapoto,INTERNACIONAL,1
2021,Mayo,202105,ADP,Tarapoto,NACIONAL,"43,653"
2021,Mayo,202105,ADP,Trujillo,NACIONAL,"25,081"
2021,Mayo,202105,ADP,Tumbes,INTERNACIONAL,44
2021,Mayo,202105,ADP,Tumbes,NACIONAL,"21,662"
2021,Mayo,202105,COR,Atalaya,NACIONAL,"1,563"
2021,Mayo,202105,COR,Cusco,NACIONAL,"93,445"
2021,Mayo,202105,COR,Huánuco,NACIONAL,"6,163"
2021,Mayo,202105,COR,Ilo,NACIONAL,"5,952"
2021,Mayo,202105,COR,Jaén,NACIONAL,"11,605"
2021,Mayo,202105,COR,Jauja,NACIONAL,"10,026"
2021,Mayo,202105,COR,Nazca,NACIONAL,"1,606"
2021,Mayo,202105,COR,Rioja,NACIONAL,20
2021,Mayo,202105,COR,Tingo María,NACIONAL,"1,482"
2021,Mayo,202105,COR,Tocache,NACIONAL,16
2021,Mayo,202105,COR,Yurimaguas,NACIONAL,"1,974"
2021,Mayo,202105,COR,-,NACIONAL,559
2021,Mayo,202105,LAP,Lima,INTERNACIONAL,"213,205"
2021,Mayo,202105,LAP,Lima,NACIONAL,"524,478"
2021,Mayo,202105,LAP,Lima,TRANSFERENCIA Y TRANSITO,"3,968"
2021,Junio,202106,AAP,Arequipa,NACIONAL,"50,351"
2021,Junio,202106,AAP,Arequipa,TRANSFERENCIA Y TRANSITO,626
2021,Junio,202106,AAP,Ayacucho,NACIONAL,"29,607"
2021,Junio,202106,AAP,Juliaca,INTERNACIONAL,14
2021,Junio,202106,AAP,Juliaca,NACIONAL,"15,528"
2021,Junio,202106,AAP,Puerto Maldonado,NACIONAL,"21,412"
2021,Junio,202106,AAP,Tacna,NACIONAL,"14,332"
2021,Junio,202106,AAP,Tacna,TRANSFERENCIA Y TRANSITO,1
2021,Junio,202106,ADP,Cajamarca,NACIONAL,"21,630"
2021,Junio,202106,ADP,Chachapoyas,NACIONAL,738
2021,Junio,202106,ADP,Chiclayo,NACIONAL,"33,965"
2021,Junio,202106,ADP,Huaraz-Anta,NACIONAL,80
2021,Junio,202106,ADP,Iquitos,NACIONAL,"64,928"
2021,Junio,202106,ADP,Pisco,INTERNACIONAL,12
2021,Junio,202106,ADP,Pisco,NACIONAL,236
2021,Junio,202106,ADP,Piura,INTERNACIONAL,34
2021,Junio,202106,ADP,Piura,NACIONAL,"51,409"
2021,Junio,202106,ADP,Pucallpa,NACIONAL,"40,020"
2021,Junio,202106,ADP,Talara,NACIONAL,"15,845"
2021,Junio,202106,ADP,Tarapoto,NACIONAL,"49,699"
2021,Junio,202106,ADP,Trujillo,INTERNACIONAL,2
2021,Junio,202106,ADP,Trujillo,NACIONAL,"30,136"
2021,Junio,202106,ADP,Tumbes,INTERNACIONAL,11
2021,Junio,202106,ADP,Tumbes,NACIONAL,"21,908"
2021,Junio,202106,COR,Andahuaylas,NACIONAL,10
2021,Junio,202106,COR,Atalaya,NACIONAL,"1,568"
2021,Junio,202106,COR,Cusco,NACIONAL,"111,335"
2021,Junio,202106,COR,Huánuco,NACIONAL,"6,813"
2021,Junio,202106,COR,Ilo,NACIONAL,"7,009"
2021,Junio,202106,COR,Jaén,NACIONAL,"11,866"
2021,Junio,202106,COR,Jauja,NACIONAL,"11,930"
2021,Junio,202106,COR,Moquegua,NACIONAL,32
2021,Junio,202106,COR,Nazca,NACIONAL,"1,720"
2021,Junio,202106,COR,Tingo María,NACIONAL,"1,241"
2021,Junio,202106,COR,Tocache,NACIONAL,12
2021,Junio,202106,COR,Yurimaguas,NACIONAL,"1,926"
2021,Junio,202106,COR,-,NACIONAL,798
2021,Junio,202106,LAP,Lima,INTERNACIONAL,"233,963"
2021,Junio,202106,LAP,Lima,NACIONAL,"569,672"
2021,Junio,202106,LAP,Lima,TRANSFERENCIA Y TRANSITO,"5,723"
2021,Julio,202107,AAP,Arequipa,INTERNACIONAL,205
2021,Julio,202107,AAP,Arequipa,NACIONAL,"70,565"
2021,Julio,202107,AAP,Arequipa,TRANSFERENCIA Y TRANSITO,962
2021,Julio,202107,AAP,Ayacucho,NACIONAL,"36,838"
2021,Julio,202107,AAP,Juliaca,NACIONAL,"18,534"
2021,Julio,202107,AAP,Puerto Maldonado,INTERNACIONAL,8
2021,Julio,202107,AAP,Puerto Maldonado,NACIONAL,"25,759"
2021,Julio,202107,AAP,Puerto Maldonado,TRANSFERENCIA Y TRANSITO,94
2021,Julio,202107,AAP,Tacna,NACIONAL,"19,300"
2021,Julio,202107,AAP,Tacna,TRANSFERENCIA Y TRANSITO,7
2021,Julio,202107,ADP,Cajamarca,NACIONAL,"29,999"
2021,Julio,202107,ADP,Chachapoyas,NACIONAL,"1,398"
2021,Julio,202107,ADP,Chiclayo,INTERNACIONAL,428
2021,Julio,202107,ADP,Chiclayo,NACIONAL,"37,107"
2021,Julio,202107,ADP,Huaraz-Anta,NACIONAL,97
2021,Julio,202107,ADP,Iquitos,INTERNACIONAL,9
2021,Julio,202107,ADP,Iquitos,NACIONAL,"77,060"
2021,Julio,202107,ADP,Pisco,NACIONAL,407
2021,Julio,202107,ADP,Piura,INTERNACIONAL,34
2021,Julio,202107,ADP,Piura,NACIONAL,"64,320"
2021,Julio,202107,ADP,Pucallpa,NACIONAL,"49,393"
2021,Julio,202107,ADP,Talara,NACIONAL,"20,381"
2021,Julio,202107,ADP,Tarapoto,NACIONAL,"62,113"
2021,Julio,202107,ADP,Trujillo,INTERNACIONAL,725
2021,Julio,202107,ADP,Trujillo,NACIONAL,"37,365"
2021,Julio,202107,ADP,Tumbes,INTERNACIONAL,29
2021,Julio,202107,ADP,Tumbes,NACIONAL,"29,488"
2021,Julio,202107,COR,Atalaya,NACIONAL,"1,757"
2021,Julio,202107,COR,Cusco,NACIONAL,"152,572"
2021,Julio,202107,COR,Huánuco,NACIONAL,"10,177"
2021,Julio,202107,COR,Ilo,NACIONAL,"6,310"
2021,Julio,202107,COR,Jaén,NACIONAL,"15,561"
2021,Julio,202107,COR,Jauja,NACIONAL,"13,790"
2021,Julio,202107,COR,Moquegua,NACIONAL,22
2021,Julio,202107,COR,Nazca,NACIONAL,"4,346"
2021,Julio,202107,COR,Rioja,NACIONAL,12
2021,Julio,202107,COR,Tingo María,NACIONAL,605
2021,Julio,202107,COR,Yurimaguas,NACIONAL,"2,364"
2021,Julio,202107,COR,-,NACIONAL,817
2021,Julio,202107,LAP,Lima,INTERNACIONAL,"280,057"
2021,Julio,202107,LAP,Lima,NACIONAL,"726,588"
2021,Julio,202107,LAP,Lima,TRANSFERENCIA Y TRANSITO,"7,509"
2021,Agosto,202108,AAP,Arequipa,INTERNACIONAL,524
2021,Agosto,202108,AAP,Arequipa,NACIONAL,"105,069"
2021,Agosto,202108,AAP,Arequipa,TRANSFERENCIA Y TRANSITO,383
2021,Agosto,202108,AAP,Ayacucho,NACIONAL,"42,895"
2021,Agosto,202108,AAP,Juliaca,NACIONAL,"21,826"
2021,Agosto,202108,AAP,Puerto Maldonado,NACIONAL,"28,804"
2021,Agosto,202108,AAP,Tacna,NACIONAL,"21,866"
2021,Agosto,202108,AAP,Tacna,TRANSFERENCIA Y TRANSITO,10
2021,Agosto,202108,ADP,Cajamarca,NACIONAL,"36,041"
2021,Agosto,202108,ADP,Chachapoyas,NACIONAL,"1,679"
2021,Agosto,202108,ADP,Chiclayo,INTERNACIONAL,"2,094"
2021,Agosto,202108,ADP,Chiclayo,NACIONAL,"39,412"
2021,Agosto,202108,ADP,Huaraz-Anta,NACIONAL,76
2021,Agosto,202108,ADP,Iquitos,INTERNACIONAL,8
2021,Agosto,202108,ADP,Iquitos,NACIONAL,"83,482"
2021,Agosto,202108,ADP,Pisco,NACIONAL,504
2021,Agosto,202108,ADP,Piura,INTERNACIONAL,94
2021,Agosto,202108,ADP,Piura,NACIONAL,"69,521"
2021,Agosto,202108,ADP,Pucallpa,NACIONAL,"55,559"
2021,Agosto,202108,ADP,Talara,NACIONAL,"22,969"
2021,Agosto,202108,ADP,Tarapoto,NACIONAL,"72,389"
2021,Agosto,202108,ADP,Trujillo,INTERNACIONAL,"1,389"
2021,Agosto,202108,ADP,Trujillo,NACIONAL,"43,764"
2021,Agosto,202108,ADP,Tumbes,INTERNACIONAL,19
2021,Agosto,202108,ADP,Tumbes,NACIONAL,"29,352"
2021,Agosto,202108,COR,Atalaya,NACIONAL,"1,841"
2021,Agosto,202108,COR,Cusco,INTERNACIONAL,2
2021,Agosto,202108,COR,Cusco,NACIONAL,"168,492"
2021,Agosto,202108,COR,Huánuco,NACIONAL,"12,168"
2021,Agosto,202108,COR,Ilo,NACIONAL,"5,707"
2021,Agosto,202108,COR,Jaén,NACIONAL,"15,780"
2021,Agosto,202108,COR,Jauja,NACIONAL,"14,433"
2021,Agosto,202108,COR,Nazca,NACIONAL,"6,548"
2021,Agosto,202108,COR,Tingo María,NACIONAL,592
2021,Agosto,202108,COR,Yurimaguas,NACIONAL,"2,984"
2021,Agosto,202108,COR,-,NACIONAL,726
2021,Agosto,202108,LAP,Lima,INTERNACIONAL,"292,476"
2021,Agosto,202108,LAP,Lima,NACIONAL,"831,897"
2021,Agosto,202108,LAP,Lima,TRANSFERENCIA Y TRANSITO,"13,070"
2021,Setiembre,202109,AAP,Arequipa,INTERNACIONAL,628
2021,Setiembre,202109,AAP,Arequipa,NACIONAL,"97,762"
2021,Setiembre,202109,AAP,Arequipa,TRANSFERENCIA Y TRANSITO,49
2021,Setiembre,202109,AAP,Ayacucho,NACIONAL,"37,987"
2021,Setiembre,202109,AAP,Juliaca,NACIONAL,"21,700"
2021,Setiembre,202109,AAP,Puerto Maldonado,NACIONAL,"28,535"
2021,Setiembre,202109,AAP,Tacna,NACIONAL,"20,235"
2021,Setiembre,202109,AAP,Tacna,TRANSFERENCIA Y TRANSITO,3
2021,Setiembre,202109,ADP,Cajamarca,NACIONAL,"33,738"
2021,Setiembre,202109,ADP,Chachapoyas,NACIONAL,"1,111"
2021,Setiembre,202109,ADP,Chiclayo,INTERNACIONAL,"1,962"
2021,Setiembre,202109,ADP,Chiclayo,NACIONAL,"36,335"
2021,Setiembre,202109,ADP,Huaraz-Anta,NACIONAL,122
2021,Setiembre,202109,ADP,Iquitos,NACIONAL,"79,707"
2021,Setiembre,202109,ADP,Pisco,NACIONAL,631
2021,Setiembre,202109,ADP,Piura,INTERNACIONAL,41
2021,Setiembre,202109,ADP,Piura,NACIONAL,"69,296"
2021,Setiembre,202109,ADP,Pucallpa,NACIONAL,"51,687"
2021,Setiembre,202109,ADP,Talara,NACIONAL,"20,298"
2021,Setiembre,202109,ADP,Tarapoto,NACIONAL,"67,095"
2021,Setiembre,202109,ADP,Trujillo,INTERNACIONAL,"1,441"
2021,Setiembre,202109,ADP,Trujillo,NACIONAL,"41,163"
2021,Setiembre,202109,ADP,Tumbes,INTERNACIONAL,20
2021,Setiembre,202109,ADP,Tumbes,NACIONAL,"31,031"
2021,Setiembre,202109,COR,Atalaya,NACIONAL,"1,682"
2021,Setiembre,202109,COR,Cusco,NACIONAL,"165,534"
2021,Setiembre,202109,COR,Huánuco,NACIONAL,"10,968"
2021,Setiembre,202109,COR,Ilo,NACIONAL,"7,410"
2021,Setiembre,202109,COR,Jaén,NACIONAL,"18,752"
2021,Setiembre,202109,COR,Jauja,NACIONAL,"15,037"
2021,Setiembre,202109,COR,Nazca,NACIONAL,"5,092"
2021,Setiembre,202109,COR,Rioja,NACIONAL,14
2021,Setiembre,202109,COR,Tingo María,NACIONAL,532
2021,Setiembre,202109,COR,Yurimaguas,NACIONAL,"2,525"
2021,Setiembre,202109,COR,-,NACIONAL,743
2021,Setiembre,202109,LAP,Lima,INTERNACIONAL,"277,811"
2021,Setiembre,202109,LAP,Lima,NACIONAL,"799,297"
2021,Setiembre,202109,LAP,Lima,TRANSFERENCIA Y TRANSITO,"15,000"
2021,Octubre,202110,AAP,Arequipa,INTERNACIONAL,956
2021,Octubre,202110,AAP,Arequipa,NACIONAL,"109,024"
2021,Octubre,202110,AAP,Arequipa,TRANSFERENCIA Y TRANSITO,59
2021,Octubre,202110,AAP,Ayacucho,NACIONAL,"41,945"
2021,Octubre,202110,AAP,Juliaca,NACIONAL,"22,122"
2021,Octubre,202110,AAP,Puerto Maldonado,INTERNACIONAL,6
2021,Octubre,202110,AAP,Puerto Maldonado,NACIONAL,"29,378"
2021,Octubre,202110,AAP,Puerto Maldonado,TRANSFERENCIA Y TRANSITO,6
2021,Octubre,202110,AAP,Tacna,NACIONAL,"20,825"
2021,Octubre,202110,AAP,Tacna,TRANSFERENCIA Y TRANSITO,3
2021,Octubre,202110,ADP,Cajamarca,NACIONAL,"35,156"
2021,Octubre,202110,ADP,Chachapoyas,NACIONAL,"1,801"
2021,Octubre,202110,ADP,Chiclayo,INTERNACIONAL,"2,150"
2021,Octubre,202110,ADP,Chiclayo,NACIONAL,"42,186"
2021,Octubre,202110,ADP,Huaraz-Anta,NACIONAL,99
2021,Octubre,202110,ADP,Iquitos,NACIONAL,"80,919"
2021,Octubre,202110,ADP,Pisco,NACIONAL,689
2021,Octubre,202110,ADP,Piura,INTERNACIONAL,36
2021,Octubre,202110,ADP,Piura,NACIONAL,"63,988"
2021,Octubre,202110,ADP,Pucallpa,NACIONAL,"52,776"
2021,Octubre,202110,ADP,Talara,INTERNACIONAL,2
2021,Octubre,202110,ADP,Talara,NACIONAL,"25,615"
2021,Octubre,202110,ADP,Tarapoto,NACIONAL,"68,275"
2021,Octubre,202110,ADP,Trujillo,INTERNACIONAL,"1,691"
2021,Octubre,202110,ADP,Trujillo,NACIONAL,"45,132"
2021,Octubre,202110,ADP,Tumbes,INTERNACIONAL,37
2021,Octubre,202110,ADP,Tumbes,NACIONAL,"30,854"
2021,Octubre,202110,COR,Atalaya,NACIONAL,"1,765"
2021,Octubre,202110,COR,Cusco,INTERNACIONAL,6
2021,Octubre,202110,COR,Cusco,NACIONAL,"191,057"
2021,Octubre,202110,COR,Huánuco,NACIONAL,"12,034"
2021,Octubre,202110,COR,Ilo,NACIONAL,"6,076"
2021,Octubre,202110,COR,Jaén,NACIONAL,"19,095"
2021,Octubre,202110,COR,Jauja,NACIONAL,"15,556"
2021,Octubre,202110,COR,Mazamari,NACIONAL,"1,069"
2021,Octubre,202110,COR,Nazca,NACIONAL,"8,526"
2021,Octubre,202110,COR,Tingo María,NACIONAL,529
2021,Octubre,202110,COR,Yurimaguas,NACIONAL,"2,498"
2021,Octubre,202110,COR,-,NACIONAL,742
2021,Octubre,202110,LAP,Lima,INTERNACIONAL,"345,580"
2021,Octubre,202110,LAP,Lima,NACIONAL,"850,557"
2021,Octubre,202110,LAP,Lima,TRANSFERENCIA Y TRANSITO,"21,053"
2021,Noviembre,202111,AAP,Arequipa,INTERNACIONAL,"1,042"
2021,Noviembre,202111,AAP,Arequipa,NACIONAL,"117,961"
2021,Noviembre,202111,AAP,Arequipa,TRANSFERENCIA Y TRANSITO,166
2021,Noviembre,202111,AAP,Ayacucho,NACIONAL,"42,902"
2021,Noviembre,202111,AAP,Juliaca,NACIONAL,"21,811"
2021,Noviembre,202111,AAP,Puerto Maldonado,INTERNACIONAL,8
2021,Noviembre,202111,AAP,Puerto Maldonado,NACIONAL,"30,057"
2021,Noviembre,202111,AAP,Tacna,NACIONAL,"22,365"
2021,Noviembre,202111,ADP,Cajamarca,NACIONAL,"34,540"
2021,Noviembre,202111,ADP,Chachapoyas,NACIONAL,"1,453"
2021,Noviembre,202111,ADP,Chiclayo,INTERNACIONAL,"2,157"
2021,Noviembre,202111,ADP,Chiclayo,NACIONAL,"42,138"
2021,Noviembre,202111,ADP,Huaraz-Anta,NACIONAL,107
2021,Noviembre,202111,ADP,Iquitos,INTERNACIONAL,8
2021,Noviembre,202111,ADP,Iquitos,NACIONAL,"81,582"
2021,Noviembre,202111,ADP,Pisco,INTERNACIONAL,46
2021,Noviembre,202111,ADP,Pisco,NACIONAL,"1,062"
2021,Noviembre,202111,ADP,Piura,INTERNACIONAL,62
2021,Noviembre,202111,ADP,Piura,NACIONAL,"71,784"
2021,Noviembre,202111,ADP,Pucallpa,NACIONAL,"55,362"
2021,Noviembre,202111,ADP,Talara,INTERNACIONAL,17
2021,Noviembre,202111,ADP,Talara,NACIONAL,"26,721"
2021,Noviembre,202111,ADP,Tarapoto,INTERNACIONAL,12
2021,Noviembre,202111,ADP,Tarapoto,NACIONAL,"69,904"
2021,Noviembre,202111,ADP,Trujillo,INTERNACIONAL,"3,510"
2021,Noviembre,202111,ADP,Trujillo,NACIONAL,"49,750"
2021,Noviembre,202111,ADP,Tumbes,INTERNACIONAL,13
2021,Noviembre,202111,ADP,Tumbes,NACIONAL,"35,941"
